Year,ICD_10,Sex,Race,Age_Group,Deaths,Population,Crude Rate,CI_Lower_95,CI_Upper_95,is_recent_release
2007,K75,M,,,312.0,148064854.0,0.21,,,0
2007,K76,,,85+,282.0,5039545.0,5.6,,,0
2007,K75,,,75-84,211.0,13087439.0,1.61,,,0
2007,K75,,,55-64,194.0,33128434.0,0.59,,,0
2007,K75,,,65-74,193.0,19698727.0,0.98,,,0
2007,C22,,,25-34,183.0,119140389.0,0.23,,,0
2007,K75,,2054-5,,146.0,40451108.0,0.36,,,0
2007,K75,,,45-54,133.0,43939939.0,0.3,,,0
2007,K76,,1002-5,,100.0,3829898.0,2.61,,,0
2007,K76,,A-PI,,97.0,15559373.0,0.62,,,0
2007,K75,,,85+,94.0,5039545.0,1.87,,,0
2007,C22,,,15-24,77.0,129437445.0,0.09,,,0
2007,K76,,,25-34,76.0,39713463.0,0.19,,,0
2007,C22,,,14-May,50.0,81111306.0,0.06,,,0
2007,K75,,,35-44,48.0,42796230.0,0.11,,,0
2007,C22,,,4-Jan,38.0,31955930.0,Unreliable,,,0
2007,K75,,A-PI,,29.0,15559373.0,0.19,,,0
2007,K76,,,1,29.0,4147997.0,0.7,,,0
2007,K76,,,15-24,24.0,43145815.0,0.06,,,0
2007,K75,,,15-24,19.0,43145815.0,Unreliable,,,0
2007,K75,,,25-34,17.0,39713463.0,Unreliable,,,0
2007,K76,,,4-Jan,11.0,15977965.0,Unreliable,,,0
2007,C22,,,1,0.0,8295994.0,Suppressed,,,0
2007,K75,,,1,0.0,4147997.0,Suppressed,,,0
2007,K75,,,14-May,0.0,40555653.0,Suppressed,,,0
2007,K75,,1002-5,,0.0,3829898.0,Suppressed,,,0
2007,K76,,,14-May,0.0,40555653.0,Suppressed,,,0
2007,K76,,,NS,0.0,0.0,Not Applicable,,,0
2008,C22,,,,39180.0,912281898.0,6.44,,,0
2008,C22,,2106-3,,31144.0,728899137.0,6.41,,,0
2008,C22,M,,,25912.0,448469853.0,8.67,,,0
2008,C22,F,,,13268.0,463812045.0,4.29,,,0
2008,C22,,,55-64,9914.0,102471189.0,14.51,,,0
2008,C22,,,75-84,9866.0,39228306.0,37.73,,,0
2008,C22,,,65-74,8816.0,61517037.0,21.5,,,0
2008,K76,,,,5264.0,304093966.0,1.73,,,0
2008,C22,,2054-5,,5142.0,123146877.0,6.26,,,0
2008,C22,,,45-54,5116.0,133381341.0,5.75,,,0
2008,K76,,2106-3,,4463.0,242966379.0,1.84,,,0
2008,C22,,,85+,4430.0,15587520.0,42.63,,,0
2008,K76,M,,,3086.0,149489951.0,2.06,,,0
2008,C22,,A-PI,,2574.0,48284097.0,8,,,0
2008,K76,F,,,2178.0,154604015.0,1.41,,,0
2008,K76,,,55-64,1448.0,34157063.0,4.24,,,0
2008,K76,,,45-54,1215.0,44460447.0,2.73,,,0
2008,K76,,,65-74,1011.0,20505679.0,4.93,,,0
2008,K75,,,,860.0,304093966.0,0.28,,,0
2008,K76,,,75-84,751.0,13076102.0,5.74,,,0
2008,C22,,,35-44,718.0,126577458.0,0.85,,,0
2008,K75,,2106-3,,688.0,242966379.0,0.28,,,0
2008,K76,,2054-5,,590.0,41048959.0,1.44,,,0
2008,K75,F,,,530.0,154604015.0,0.34,,,0
2008,K76,,,35-44,366.0,42192486.0,0.87,,,0
2008,K75,M,,,330.0,149489951.0,0.22,,,0
2008,K76,,,85+,314.0,5195840.0,6.04,,,0
2008,C22,,1002-5,,311.0,11951787.0,4.02,,,0
2008,K75,,,75-84,191.0,13076102.0,1.46,,,0
2008,K75,,,65-74,185.0,20505679.0,0.9,,,0
2008,K75,,,55-64,174.0,34157063.0,0.51,,,0
2008,C22,,,25-34,165.0,120622419.0,0.21,,,0
2008,K75,,2054-5,,134.0,41048959.0,0.33,,,0
2008,K75,,,45-54,129.0,44460447.0,0.29,,,0
2008,K76,,1002-5,,106.0,3983929.0,2.66,,,0
2008,K76,,A-PI,,105.0,16094699.0,0.65,,,0
2008,K76,,,25-34,91.0,40207473.0,0.23,,,0
2008,K75,,,85+,89.0,5195840.0,1.71,,,0
2008,C22,,,15-24,76.0,86782984.0,0.09,,,0
2008,K75,,,35-44,42.0,42192486.0,0.1,,,0
2008,C22,,,4-Jan,40.0,32276784.0,0.12,,,0
2008,C22,,,14-May,34.0,81272514.0,Unreliable,,,0
2008,K76,,,15-24,30.0,43391492.0,0.07,,,0
2008,K75,,,25-34,29.0,40207473.0,0.07,,,0
2008,K75,,A-PI,,29.0,16094699.0,0.18,,,0
2008,K76,,,1,16.0,4132735.0,Unreliable,,,0
2008,K75,,,15-24,13.0,43391492.0,Unreliable,,,0
2008,K76,,,4-Jan,12.0,16138392.0,Unreliable,,,0
2008,C22,,,1,0.0,8265470.0,Suppressed,,,0
2008,K75,,,1,0.0,4132735.0,Suppressed,,,0
2008,K75,,,4-Jan,0.0,16138392.0,Suppressed,,,0
2008,K75,,1002-5,,0.0,3983929.0,Suppressed,,,0
2008,K76,,,14-May,0.0,40636257.0,Suppressed,,,0
2008,K76,,,NS,0.0,0.0,Not Applicable,,,0
2009,C22,,,,41472.0,920314587.0,6.76,,,0
2009,C22,,2106-3,,32862.0,733166499.0,6.72,,,0
2009,C22,M,,,27450.0,452422362.0,9.1,,,0
2009,C22,F,,,14022.0,467892225.0,4.5,,,0
2009,C22,,,55-64,10980.0,106216800.0,15.51,,,0
2009,C22,,,75-84,9878.0,39068325.0,37.93,,,0
2009,C22,,,65-74,9572.0,63699297.0,22.54,,,0
2009,K76,,,,5830.0,306771529.0,1.9,,,0
2009,C22,,2054-5,,5678.0,124897350.0,6.82,,,0
2009,C22,,,45-54,5446.0,134601264.0,6.07,,,0
2009,K76,,2106-3,,5012.0,244388833.0,2.05,,,0
2009,C22,,,85+,4576.0,16101903.0,42.63,,,0
2009,K76,M,,,3406.0,150807454.0,2.26,,,0
2009,C22,,A-PI,,2602.0,49827093.0,7.83,,,0
2009,K76,F,,,2424.0,155964075.0,1.55,,,0
2009,K76,,,55-64,1741.0,35405600.0,4.92,,,0
2009,K76,,,45-54,1330.0,44867088.0,2.96,,,0
2009,K76,,,65-74,1172.0,21233099.0,5.52,,,0
2009,K75,,,,808.0,306771529.0,0.26,,,0
2009,K76,,,75-84,756.0,13022775.0,5.81,,,0
2009,C22,,,35-44,716.0,124463433.0,0.86,,,0
2009,K75,,2106-3,,670.0,244388833.0,0.27,,,0
2009,K76,,2054-5,,613.0,41632450.0,1.47,,,0
2009,K75,F,,,505.0,155964075.0,0.32,,,0
2009,K76,,,35-44,361.0,41487811.0,0.87,,,0
2009,K76,,,85+,332.0,5367301.0,6.19,,,0
2009,C22,,1002-5,,324.0,12423645.0,3.98,,,0
2009,K75,M,,,303.0,150807454.0,0.20,,,0
2009,K75,,,75-84,181.0,13022775.0,1.39,,,0
2009,K75,,,65-74,169.0,21233099.0,0.8,,,0
2009,C22,,,25-34,168.0,122170026.0,0.21,,,0
2009,K75,,,55-64,157.0,35405600.0,0.44,,,0
2009,K76,,1002-5,,110.0,4141215.0,2.66,,,0
2009,K75,,,45-54,105.0,44867088.0,0.23,,,0
2009,K75,,,85+,105.0,5367301.0,1.96,,,0
2009,K75,,2054-5,,100.0,41632450.0,0.24,,,0
2009,K76,,A-PI,,95.0,16609031.0,0.57,,,0
2009,K76,,,25-34,87.0,40723342.0,0.21,,,0
2009,C22,,,15-24,58.0,130730796.0,0.07,,,0
2009,K75,,,35-44,48.0,41487811.0,0.12,,,0
2009,K75,,A-PI,,32.0,16609031.0,0.19,,,0
2009,C22,,,4-Jan,30.0,32481862.0,Unreliable,,,0
2009,K75,,,25-34,25.0,40723342.0,0.06,,,0
2009,C22,,,14-May,24.0,81686126.0,Unreliable,,,0
2009,K76,,,15-24,23.0,43576932.0,0.05,,,0
2009,K76,,,1,17.0,4003587.0,Unreliable,,,0
2009,K75,,,15-24,13.0,43576932.0,Unreliable,,,0
2009,C22,,,1,0.0,8007174.0,Suppressed,,,0
2009,K75,,,1,0.0,4003587.0,Suppressed,,,0
2009,K75,,,14-May,0.0,40843063.0,Suppressed,,,0
2009,K75,,,4-Jan,0.0,16240931.0,Suppressed,,,0
2009,K75,,1002-5,,0.0,4141215.0,Suppressed,,,0
2009,K76,,,14-May,0.0,40843063.0,Suppressed,,,0
2009,K76,,,4-Jan,0.0,16240931.0,Suppressed,,,0
2010,C22,,,,43648.0,926236614.0,7.07,,,0
2010,C22,,2106-3,,34518.0,736270020.0,7.03,,,0
2010,C22,M,,,28792.0,455343978.0,9.48,,,0
2010,C22,F,,,14856.0,470892636.0,4.73,,,0
2010,C22,,,55-64,12132.0,109448187.0,16.63,,,0
2010,C22,,,65-74,10346.0,65140287.0,23.82,,,0
2010,C22,,,75-84,10034.0,39183366.0,38.41,,,0
2010,K76,,,,6210.0,308745538.0,2.01,,,0
2010,C22,,2054-5,,5922.0,126196002.0,7.04,,,0
2010,K76,,2106-3,,5353.0,245423340.0,2.18,,,0
2010,C22,,,45-54,5190.0,135020148.0,5.77,,,0
2010,C22,,,85+,4938.0,16480299.0,44.94,,,0
2010,K76,M,,,3662.0,151781326.0,2.41,,,0
2010,C22,,A-PI,,2796.0,50979978.0,8.23,,,0
2010,K76,F,,,2548.0,156964212.0,1.62,,,0
2010,K76,,,55-64,1823.0,36482729.0,5,,,0
2010,K76,,,45-54,1329.0,45006716.0,2.95,,,0
2010,K76,,,65-74,1254.0,21713429.0,5.78,,,0
2010,K76,,,75-84,917.0,13061122.0,7.02,,,0
2010,K75,,,,885.0,308745538.0,0.29,,,0
2010,K75,,2106-3,,724.0,245423340.0,0.3,,,0
2010,C22,,,35-44,670.0,123211818.0,0.82,,,0
2010,K76,,2054-5,,631.0,42065334.0,1.50,,,0
2010,K75,F,,,561.0,156964212.0,0.36,,,0
2010,C22,,1002-5,,412.0,12790614.0,4.83,,,0
2010,K76,,,35-44,379.0,41070606.0,0.92,,,0
2010,K76,,,85+,344.0,5493433.0,6.26,,,0
2010,K75,M,,,324.0,151781326.0,0.21,,,0
2010,K75,,,75-84,203.0,13061122.0,1.55,,,0
2010,K75,,,55-64,191.0,36482729.0,0.52,,,0
2010,K75,,,65-74,188.0,21713429.0,0.87,,,0
2010,C22,,,25-34,183.0,123191844.0,0.23,,,0
2010,K75,,,45-54,120.0,45006716.0,0.27,,,0
2010,K75,,2054-5,,119.0,42065334.0,0.28,,,0
2010,K76,,A-PI,,115.0,16993326.0,0.68,,,0
2010,K76,,1002-5,,111.0,4263538.0,2.60,,,0
2010,K76,,,25-34,109.0,41063948.0,0.27,,,0
2010,K75,,,85+,94.0,5493433.0,1.71,,,0
2010,C22,,,15-24,63.0,130879026.0,0.07,,,0
2010,K75,,,35-44,46.0,41070606.0,0.11,,,0
2010,C22,,,14-May,40.0,82051702.0,0.05,,,0
2010,C22,,,4-Jan,38.0,32514418.0,Unreliable,,,0
2010,K75,,A-PI,,31.0,16993326.0,0.18,,,0
2010,K75,,,25-34,26.0,41063948.0,0.06,,,0
2010,K76,,,15-24,25.0,43626342.0,0.06,,,0
2010,K76,,,1,16.0,3944153.0,Unreliable,,,0
2010,K75,,,15-24,14.0,43626342.0,Unreliable,,,0
2010,K75,,1002-5,,11.0,4263538.0,Unreliable,,,0
2010,C22,,,1,0.0,7888306.0,Suppressed,,,0
2010,C22,,,NS,0.0,0.0,Not Applicable,,,0
2010,K75,,,1,0.0,3944153.0,Suppressed,,,0
2010,K76,,,14-May,0.0,41025851.0,Suppressed,,,0
2010,K76,,,4-Jan,0.0,16257209.0,Suppressed,,,0
2010,K76,,,NS,0.0,0.0,Not Applicable,,,0
2011,C22,,,,46236.0,934775751.0,7.42,,,0
2011,C22,,2106-3,,36514.0,741282993.0,7.39,,,0
2011,C22,M,,,30742.0,459872457.0,10.03,,,0
2011,C22,F,,,15494.0,474903294.0,4.89,,,0
2011,C22,,,55-64,13714.0,114186420.0,18.02,,,0
2011,C22,,,65-74,10646.0,67445214.0,23.68,,,0
